MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELF1,TELF2,TELFX,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,PFORT,WERKS,LTSNA,WERKR,PLKAL,TXJCD,SPERZ,SFRGR,LZONE,DLGRP,FITYP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,UPDAT,UPTIM,NODEL,CCODE,RES_CNTRY,RES_REGION,J_SC_CAPITAL,J_SC_CURRENCY
300,1000004135,US,Holmes PLC,PLC,,,Lake Daniel,haven,PO56177,94841,51233,FL,SORTnmeM,97008 Helen Center Apt. 725,9000004135,Smith-Frederick,Kevinfort,Lesotho,Ms.,Lake Cassidy,1940489,39068,0001,CONS,1,DL1359922530,X,01,20230215,vincentcasti,65761582363,GRPSZZW,Z001,2496360635,,,,,E,GST9488225141,PAN24081260,X,X,258-509-7646x494,+1-714-900-7500x,001-385-284-8248x682,,,CZHhjy,,VAT11717230011,,Cummingsbury,19950925,M,CR99954732,20250312,ISO1,East Michealborough,9944,,X,02,TX7382632369,,0002,ZONEjmml,DG02,01,TAX83907453920,TAX97309556714,TAX9430798651444958731806846892,Supplier,EM534130,http://www.reynolds.com/,20260212,130503,,3000,US,FL,4026374.1,INR
300,1000004136,DE,Taylor LLC,and Sons,,,New Kathleenside,furt,PO26220,48142,10736,HE,SORTWPEy,88811 Barber Neck,9000004136,"Miller, Dawson and Payne",Delgadoland,Sierra Leone,M/s,Proctorhaven,4139822,18283,0002,PHAR,2,DL3807461338,,02,20250725,nancy34,05181650708,GRPulXe,Z001,2646433789,,,,,D,GST2051297116,PAN67507396,X,X,+1-614-278-9582,(638)806-2430x79,(933)452-4301,,,ClaHKV,,VAT34756823667,X,Vanessafort,19660418,F,CR75454491,20251016,ISO9,South Matthewfort,5252,X,X,02,TX1447313360,,0002,ZONEYpDv,DG02,01,TAX42448876195,TAX83913873972,TAX1732120093128708282340620323,Distributor,EM365572,http://smith.info/,20260212,130503,,3000,DE,HE,4829812.52,INR
400,1000004137,US,Wiley-Wilson,and Sons,,,Robertsside,fort,PO67122,09283,44038,TX,SORTlogN,55355 James Road,9000004137,Jones and Sons,Seantown,Saint Barthelemy,Ms.,Snyderton,6881445,83333,0001,AUTO,4,DL8240967370,,02,20260208,owilliamson,09303581459,GRPbuTs,Z001,2988360982,,,,,E,GST3463385066,PAN38093127,,,484-462-2437x400,001-253-442-5544,740-631-4592x8554,,,CBaUCI,,VAT81282209467,,Walshberg,19991101,M,CR79961772,20250425,ISO9,South Alexis,8617,,X,02,TX0930836690,,0001,ZONEmyHK,DG01,02,TAX94239224510,TAX40021353310,TAX2501504848919235960805440568,Distributor,EM604295,http://randolph.net/,20260212,130503,,1000,US,TX,7744201.16,INR
200,1000004138,US,Hill Ltd,and Sons,,,New Robertchester,haven,PO58432,24710,40311,FL,SORTcBvq,464 Hood Mountain,9000004138,"Hernandez, Powell and Bro",North John,Qatar,Ms.,Ericaburgh,3485614,27944,0002,MANU,3,DL4599086624,X,01,20250217,trevor69,11012267051,GRPTiQh,Z001,2097560111,,,,,D,GST5471122110,PAN57931506,X,X,(831)872-2196,888.747.2853,+1-795-473-7107x5034,,,CxbTHl,,VAT30738321761,,Keithville,19770926,M,CR09819414,20250401,ISO1,Kochside,5320,X,X,01,TX1297070413,,0001,ZONEpUVH,DG01,01,TAX41774563988,TAX34784200805,TAX8492455732726322710802800318,Manufacturer,EM721035,https://www.white.org/,20260212,130503,,3000,US,FL,6775368.87,INR
400,1000004139,IN,"Sandoval, Roberson and Rich",Group,,,New Jayfort,burgh,PO35673,91357,29865,TN,SORTBOkz,94665 Ford Spur Suite 876,9000004139,Mitchell PLC,Port Patrick,Cambodia,Mr.,Michaelmouth,4216291,43755,0002,PHAR,5,DL7805815570,X,01,20230403,olsoncynthia,81387082102,GRPtMOU,Z002,2294198719,,,,,E,GST8241173616,PAN08862815,X,,001-611-956-0925,+1-687-842-2410x,+1-523-366-3298,,,CVMZAc,,VAT82429713352,X,East Heathertown,19980822,M,CR06390869,20250509,ISO9,Harrishaven,6316,,,01,TX7676287337,,0001,ZONEqmXg,DG01,01,TAX21878609534,TAX75525381062,TAX3877010249556356848907387045,Supplier,EM254891,https://rivas.net/,20260212,130503,,2000,IN,TN,3778685.78,INR
400,1000004140,GB,English PLC,Inc,,,New Tyler,fort,PO06502,96803,21495,LN,SORTDmPk,3569 King Forge Suite 094,9000004140,"Davis, Ramirez and Alvare",Port Sherifort,Iceland,Mr.,Lake Darrellfort,6384270,17473,0002,AUTO,2,DL7178392484,X,02,20240906,jamessalas,12442218177,GRPpkPb,Z003,2043655306,,,,,D,GST7242006325,PAN55363402,X,,271-883-7078x112,+1-783-372-7608x,+1-331-828-5983x8109,,,CHiZmo,,VAT75790369362,X,Lake Edgarton,19950726,F,CR01126078,20250326,ISO9,West Jasmineborough,3432,X,X,02,TX3006554136,,0002,ZONEtxSN,DG02,01,TAX68818011315,TAX48510264297,TAX4465878910011768720701008430,Distributor,EM508303,http://bradley-rice.info/,20260212,130503,,2000,GB,LN,6084933.66,INR
400,1000004141,GB,"Yang, Jones and Gutierrez",PLC,,,Erinfort,view,PO79135,34564,93541,MN,SORTRksA,156 Hernandez Ways Suite 911,9000004141,"Torres, Cox and Chapman",Tateview,Israel,Mr.,West Cristian,4132814,28194,0001,AUTO,4,DL3035403651,X,02,20230920,garciadavid,07720462956,GRPhtem,Z003,2283835567,,,,,D,GST4942920758,PAN41344793,X,,770.648.1255x331,298.635.2871x516,(461)333-8633,,,CugcPS,,VAT09695338647,,South Lindsaybury,19711015,F,CR97454717,20251114,ISO1,East Ginaburgh,8518,,,01,TX6236112939,,0001,ZONElkFy,DG01,02,TAX90292899675,TAX81248258742,TAX1781046156906518612120715675,Distributor,EM510510,http://robertson.com/,20260212,130503,,3000,GB,MN,6161493.07,INR
300,1000004142,DE,"Nunez, Cobb and Bennett",PLC,,,Jimville,ville,PO86397,34110,28205,BW,SORTLVxw,367 Taylor Keys,9000004142,Lawson-Knapp,New Mollyside,Bulgaria,Ms.,Port Donna,6155646,56679,0001,PHAR,8,DL3548674454,,02,20241119,charles60,02195194722,GRPqwFX,Z001,2290864656,,,,,E,GST9528403908,PAN46392950,X,,764.984.8603x297,925.354.1529x996,677.730.7708,,,CMstjW,,VAT31426268451,,Turnerport,19940412,M,CR38107662,20250906,ISO9,Jenniferport,1842,,X,01,TX1010801108,,0002,ZONEplPJ,DG02,01,TAX65162273318,TAX52174712260,TAX5455105683120126854500794276,Supplier,EM480846,https://www.martin.com/,20260212,130503,,1000,DE,BW,7319407.16,INR
300,1000004143,US,Nash LLC,Ltd,,,Port Maryport,chester,PO18679,78611,65553,NY,SORTNehX,5477 Ryan Ridge Suite 252,9000004143,"Cooper, Cooper and Munoz",Amyshire,Holy See (Vatican City St,M/s,Port Kelly,7109276,21241,0001,CONS,3,DL7168192629,X,01,20250615,kristina62,75620993412,GRPKovt,Z002,2391913002,,,,,D,GST1964932123,PAN01955431,X,X,610-700-9819x018,(847)914-8924x64,001-979-588-6912x959,,,CEaHzy,,VAT39055408883,,South Jenniferberg,19690120,F,CR79684013,20251214,ISO1,West Shawn,8401,,,02,TX3278453873,,0002,ZONEbAxU,DG02,01,TAX44019744256,TAX26260329769,TAX8683482291442631254074856697,Supplier,EM322479,http://www.martinez.com/,20260212,130503,,1000,US,NY,2359523.79,INR
400,1000004144,US,"Miller, Thomas and Becker",PLC,,,West Nicole,mouth,PO16341,47301,18819,FL,SORTapfr,733 Thompson Orchard Suite 418,9000004144,Ferrell-Reynolds,North Erinview,North Macedonia,M/s,Thompsonport,2281967,43107,0001,PHAR,9,DL6190398370,,02,20260210,levylaura,99183561158,GRPEgza,Z003,2365079418,,,,,D,GST5906062061,PAN24774617,,X,955.609.6564,(809)248-4206,(300)275-8319x996,,,CyIZuR,,VAT11999317265,,West Jessica,19850117,M,CR28776889,20251024,ISO1,Lake Jessica,5613,X,X,01,TX3741973715,,0002,ZONEXLvO,DG01,01,TAX40411850174,TAX79741824292,TAX9953168139395244737276801251,Distributor,EM384901,http://www.stevenson-crawford.com/,20260212,130503,,1000,US,FL,3537256.32,INR
100,1000004145,IN,Harrell Ltd,PLC,,,Kellybury,borough,PO33386,92706,41298,DL,SORTrRRd,77962 Wood Valleys Apt. 896,9000004145,Nicholson and Sons,Hillbury,Sao Tome and Principe,Mr.,Lake Jamesport,1949261,94073,0001,AUTO,2,DL5012472883,X,01,20240623,mataalexis,56794872213,GRPOWIe,Z001,2248562058,,,,,E,GST9822915452,PAN22789426,X,X,(785)797-1142x60,720.557.9654,(387)710-5065,,,CKqFiD,,VAT35749161625,X,Taylorberg,19780813,F,CR98390020,20260119,ISO1,Jessicachester,2379,,,01,TX2603428222,,0002,ZONEQVfX,DG02,02,TAX36203622530,TAX61033832668,TAX4063109327428052733455031433,Supplier,EM076523,https://www.lee.biz/,20260212,130503,,2000,IN,DL,1233977.76,INR
200,1000004146,GB,Mcpherson and Sons,LLC,,,West Kathyport,ville,PO95621,60524,04073,MN,SORTrYvv,597 Jeff Rest Apt. 686,9000004146,"May, Smith and Hill",East Steven,Cyprus,M/s,Port Joshua,2184314,48289,0002,AUTO,1,DL8573520700,X,01,20240924,scottbrewer,03778393243,GRPjftN,Z003,2141060383,,,,,D,GST6580011880,PAN09113397,X,X,+1-287-440-7044x,+1-308-328-4150x,+1-456-538-3719x9216,,,CUVXMZ,,VAT25956991613,,East Paulaport,19660910,M,CR35706763,20260130,ISO9,West Christopher,5388,X,,01,TX6808048857,,0002,ZONESkdX,DG01,02,TAX50795970902,TAX31710609995,TAX2711395547582950458394153068,Distributor,EM873581,http://gonzalez.com/,20260212,130503,,1000,GB,MN,9995320.65,INR
100,1000004147,US,Davis LLC,Ltd,,,North Billy,stad,PO57075,12538,73688,TX,SORTnDsc,86640 Rachel Wells,9000004147,Kaiser-Brown,Duncanton,Germany,Mr.,Brandonberg,9103593,16008,0001,CONS,2,DL7226502916,,02,20250407,samantha11,04623039066,GRPqSRQ,Z003,2222234591,,,,,E,GST3812666664,PAN80754871,,,867.594.3825,2632608771,+1-733-628-4358x4482,,,CPSJOV,,VAT17526571872,X,West Andrewstad,19950514,M,CR90405949,20250408,ISO1,Matthewshire,2176,X,X,02,TX8739156604,,0002,ZONEwtQl,DG01,02,TAX71186249833,TAX25111119487,TAX9391774421462621917132466940,Manufacturer,EM250733,https://www.douglas.biz/,20260212,130503,,3000,US,TX,1523499.8,INR
300,1000004148,GB,Hays-Holland,and Sons,,,Williamberg,ville,PO62266,00852,64218,LN,SORTecYR,6163 Warren Corner Apt. 587,9000004148,"Vasquez, Miller and Brown",West Laurieview,United States Virgin Isla,Mr.,Marshallstad,6711152,79584,0001,CONS,5,DL5053855175,,01,20241215,biancabailey,10226610954,GRPGnqn,Z003,2245676523,,,,,D,GST4409760437,PAN73644288,X,,899-231-2276x492,(510)744-3674,001-730-622-3646,,,CsgkBn,,VAT50172943732,,Port Andrewshire,19990825,M,CR94918436,20250505,ISO9,Salasfurt,6999,X,X,02,TX2339323598,,0002,ZONEubbS,DG02,02,TAX98123735711,TAX84720207699,TAX5796245247669412875859032108,Distributor,EM101785,https://gibson-williamson.com/,20260212,130503,,1000,GB,LN,2377677.49,INR
200,1000004149,US,Potter-Gonzales,Ltd,,,New Robert,ton,PO56307,92684,79266,FL,SORTuFoT,922 Haney Street,9000004149,Johnson Ltd,North Darrell,Palau,Mr.,Michaelbury,9678048,30505,0002,CONS,9,DL6179217484,X,02,20230919,ulee,58064325608,GRPmGPV,Z002,2850806267,,,,,E,GST4030771290,PAN64843426,,,342-969-1651x734,(437)238-6706x26,365-604-2722,,,CLiRSu,,VAT57582041916,,Marshallfurt,19880723,M,CR42317527,20250809,ISO1,South Jessicafort,1573,X,,01,TX4282573529,,0001,ZONEJZVH,DG01,01,TAX51892788191,TAX63716630812,TAX5947635015018256960847936494,Supplier,EM461395,http://www.schneider-kelly.org/,20260212,130503,,1000,US,FL,1857430.84,INR
300,1000004150,GB,"Benton, Reynolds and Phillips",and Sons,,,Reedbury,burgh,PO01836,79879,13564,LS,SORTCpwJ,58055 Turner Crossroad,9000004150,Mcdonald PLC,South Linda,Oman,M/s,Lake Rachelview,5872904,77104,0002,AUTO,6,DL9268115546,,01,20240214,cordovadanie,65299594126,GRPSglm,Z001,2526533791,,,,,E,GST7696652235,PAN18776151,,,(865)617-4628x09,402-221-7221x369,(557)456-3651x26664,,,CqOIJk,,VAT74971151261,X,Rossburgh,19930906,M,CR81509954,20250723,ISO1,Lake Matthew,7811,X,,01,TX2705382690,,0001,ZONESEtB,DG02,01,TAX19255471228,TAX71112037687,TAX9500243263727602458070727203,Supplier,EM936348,http://www.adams.com/,20260212,130503,,3000,GB,LS,662530.39,INR
200,1000004151,GB,Lambert Ltd,PLC,,,Morseberg,bury,PO60490,13598,42180,BK,SORTqObP,595 Davis Turnpike Suite 610,9000004151,Martin-Hernandez,Port Natashaburgh,Zimbabwe,Mr.,South Michelle,5764710,91024,0002,CONS,5,DL1002532141,X,02,20231215,michaelblack,29796820302,GRPSQVP,Z003,2891648530,,,,,E,GST1547697882,PAN38769456,X,X,(876)246-9385x08,001-748-792-1380,(227)855-7672,,,CexHuh,,VAT36404884294,X,South Tylerside,20000309,M,CR12506985,20251016,ISO9,Jeffreyshire,8320,,,01,TX4362899883,,0001,ZONEbjqv,DG02,02,TAX83268842725,TAX76151209083,TAX8028057230110537674281483140,Manufacturer,EM231556,https://romero.info/,20260212,130503,,2000,GB,BK,6108680.02,INR
200,1000004152,US,Schmitt PLC,and Sons,,,New Billburgh,town,PO93098,28153,57921,NY,SORTFmKq,5021 Michael Canyon,9000004152,Harmon Group,Allisonmouth,Kenya,Ms.,Youngchester,1974905,70931,0002,PHAR,0,DL4404143812,X,01,20240516,klinekyle,55850897390,GRPuONc,Z002,2020223616,,,,,D,GST5703881065,PAN78548430,X,X,001-429-251-3816,570.638.4461x833,001-593-758-3486,,,CiGjbR,,VAT01543795939,X,Vargasport,19840628,F,CR51680942,20251013,ISO1,East Kristen,3036,,X,02,TX4863109044,,0002,ZONEjDFQ,DG02,01,TAX28308431902,TAX22298699798,TAX3306560137191520425824831835,Distributor,EM254518,http://www.james.com/,20260212,130503,,1000,US,NY,6929127.17,INR
300,1000004153,GB,"Williams, Berry and Murphy",and Sons,,,Gutierreztown,port,PO94434,41895,88776,LS,SORTDsed,244 Heather Curve Suite 055,9000004153,Calderon-Garcia,North Rachel,Honduras,Mr.,Danielville,5355343,36027,0001,PHAR,6,DL4035935357,X,02,20240428,gallegoschri,51108903671,GRPgAnf,Z003,2841561625,,,,,D,GST1246485968,PAN54345648,,X,253-798-6381,836.540.3523,(848)924-8704x28266,,,CfVnXY,,VAT84476613752,X,New Shanemouth,19900304,F,CR20742890,20250816,ISO9,Mauriceburgh,3543,,X,02,TX6321718936,,0002,ZONEsjtC,DG01,01,TAX98878700709,TAX69483239840,TAX8131329502136094811112723834,Supplier,EM312635,http://www.welch.com/,20260212,130503,,3000,GB,LS,4001075.88,INR
300,1000004154,GB,Ryan LLC,and Sons,,,Fosterfurt,view,PO46562,45625,09354,MN,SORTesIQ,149 Gilbert Curve,9000004154,Matthews-Smith,New Hannahville,Uzbekistan,M/s,Ingramfurt,8396002,67324,0001,MANU,6,DL5795997379,,02,20240714,michael54,93599264717,GRPuFWX,Z002,2227968859,,,,,E,GST5676322781,PAN68064921,X,X,885.733.2312,001-648-980-1457,566-969-9100,,,CbNqnA,,VAT41923044747,X,Lake Michael,19910622,M,CR92576247,20250621,ISO9,Lake Samuelborough,9973,,,02,TX2498718842,,0002,ZONEgPvJ,DG02,01,TAX96305927698,TAX46666221965,TAX7326310071890537434729458991,Supplier,EM298749,http://www.walker.info/,20260212,130503,,3000,GB,MN,9926776.47,INR
200,1000004155,IN,Rose and Sons,Ltd,,,Lake Kimberlytown,port,PO52209,87030,57243,KA,SORTncxE,8390 Knox Mews,9000004155,Hernandez PLC,North Nicholas,Portugal,Ms.,East Jimmychester,2049185,90101,0002,CONS,4,DL5055973070,X,02,20241019,anita62,34137290584,GRPXAzK,Z002,2191004581,,,,,D,GST6952710911,PAN39253020,,X,001-264-762-0448,8504733969,543.385.9552,,,CEfQSr,,VAT17281781132,,Vanessafort,19761001,F,CR64066063,20250710,ISO1,Port Amberbury,8720,,,01,TX2960945397,,0001,ZONEUXrd,DG01,01,TAX66036814687,TAX93265706726,TAX6725410416273568942836188310,Manufacturer,EM185765,http://robinson.biz/,20260212,130503,,2000,IN,KA,212227.02,INR
200,1000004156,DE,Larson-Stewart,Ltd,,,Fernandezmouth,haven,PO74101,73284,40364,HE,SORTzVaq,345 Barker Spring Suite 358,9000004156,"Alexander, Richardson and",Allisontown,Portugal,M/s,West Jason,9885746,13672,0002,MANU,1,DL9468504997,,02,20230713,smithmatthew,37432438767,GRPGwNj,Z001,2042921952,,,,,E,GST9962254784,PAN80711415,X,X,(712)485-9640x08,001-417-821-4007,877.773.6639x2935,,,CYxFUu,,VAT55747159164,X,New Helenmouth,19780302,M,CR39525213,20250910,ISO9,New Michelleville,9328,,,02,TX6832292205,,0002,ZONEMYrT,DG02,02,TAX07509518882,TAX53006125406,TAX3465769976480348724180838366,Supplier,EM511292,https://www.gardner-monroe.org/,20260212,130503,,1000,DE,HE,9212331.16,INR
200,1000004157,GB,Gonzalez-Reynolds,Group,,,Kevinstad,port,PO47564,58643,18818,LN,SORTKgeM,15163 Mendoza Throughway,9000004157,"Holmes, Jacobs and Schnei",Jessicaton,Saint Pierre and Miquelon,Mr.,Mcguiretown,5170731,73549,0002,PHAR,0,DL9912324219,,01,20230216,jessica81,73601655203,GRPWbWb,Z003,2239916329,,,,,E,GST9278794025,PAN59792367,X,,440.211.5701x662,001-805-450-1682,(964)390-0655,,,CEfGNp,,VAT43232443543,X,North Susanfurt,19961001,F,CR98659369,20250519,ISO9,Kimberlyport,7086,,,01,TX4768201228,,0002,ZONEFZGa,DG02,02,TAX63891643741,TAX41647887102,TAX9063243967533403142295161907,Supplier,EM906040,https://www.gilbert-rodriguez.biz/,20260212,130503,,2000,GB,LN,779715.75,INR
300,1000004158,GB,Villegas Group,LLC,,,East Debbiehaven,view,PO58042,63236,62942,LN,SORTarKs,470 Dixon Terrace,9000004158,"Lane, Johnson and Price",Cooperberg,Portugal,M/s,South Curtisview,8740400,59460,0002,CONS,5,DL4664882199,X,02,20251123,igeorge,15847442645,GRPAswN,Z002,2177902157,,,,,E,GST1869381420,PAN26562594,X,X,4903554323,001-433-491-0374,+1-969-775-8832x1758,,,CClRDs,,VAT70501961400,X,Schwartzstad,19720413,F,CR98403948,20250729,ISO9,North Kennethberg,1979,,X,01,TX9291104097,,0002,ZONEBeuE,DG01,02,TAX37832163598,TAX76890437198,TAX7272473429024395954881252649,Manufacturer,EM638211,https://brown.org/,20260212,130503,,2000,GB,LN,8142997.45,INR
100,1000004159,GB,"Brown, Shea and Bright",PLC,,,Jackberg,mouth,PO66174,92976,30956,LS,SORTceOb,16248 Brown Fields Suite 297,9000004159,"Sexton, Leon and Barnes",Jeffreyfurt,Liberia,Mr.,Beckside,3558427,91327,0001,AUTO,9,DL9565693716,X,01,20251202,elizabethhan,24623368785,GRPsYEm,Z002,2859304630,,,,,E,GST5945922812,PAN63838111,,X,911-944-2310,(658)504-5402,294-254-5782x59304,,,CAyWHR,,VAT17888262694,X,Jonathonchester,19961009,F,CR47666585,20250806,ISO9,Port Michael,6482,X,,01,TX7163378090,,0002,ZONERTyT,DG02,02,TAX04878256166,TAX34068716113,TAX8927518771460173725194113240,Manufacturer,EM078972,http://www.turner.info/,20260212,130503,,2000,GB,LS,9102278.39,INR
100,1000004160,US,Villarreal-Manning,Inc,,,South Rebecca,burgh,PO11245,14890,57385,NY,SORTLKZO,583 Vincent Forge,9000004160,"Robinson, Morris and Youn",Hendersonhaven,Iraq,M/s,Lake Danielle,9949557,73518,0001,AUTO,5,DL4555439789,,02,20240528,taylorwillia,74371282631,GRPRYuW,Z003,2719580219,,,,,D,GST7083143611,PAN95743978,X,,+1-939-511-7126,723-928-7587x336,745.800.6157,,,CZRnYI,,VAT65477680964,,Briantown,19741214,F,CR16726443,20260114,ISO9,Lake Abigail,3536,,,01,TX2721327755,,0002,ZONEOTwG,DG01,02,TAX25837250520,TAX01744779830,TAX4121307415414116490182225764,Distributor,EM211875,http://garrett-baker.com/,20260212,130503,,1000,US,NY,8969217.77,INR
200,1000004161,GB,Moore Group,Group,,,Melissamouth,fort,PO36348,38069,08547,LN,SORTJSsf,3452 Steven Shore Suite 161,9000004161,Hill PLC,Port Dalemouth,Georgia,M/s,Lake Daniel,1195761,39383,0001,MANU,7,DL4483052144,X,02,20230625,scottjessica,00509724550,GRPgLMo,Z003,2867066570,,,,,E,GST8679099734,PAN95012693,,,001-335-964-1917,682.532.8383x937,+1-704-976-9763x1464,,,CduQhd,,VAT72871710065,X,Durhamfurt,20000909,F,CR98770610,20250822,ISO1,Larsonhaven,5930,X,,01,TX4695216178,,0002,ZONEOibi,DG02,02,TAX47613381171,TAX98091276820,TAX1520501358991119633433286672,Supplier,EM734553,http://taylor.com/,20260212,130503,,3000,GB,LN,7583001.51,INR
400,1000004162,US,Chan Ltd,LLC,,,Danielstad,shire,PO18565,54854,86440,FL,SORTKAyQ,8603 Hall Mountains Suite 363,9000004162,Anthony-Lopez,North Erik,Zimbabwe,M/s,North Dennischester,4736926,25751,0002,PHAR,6,DL2341710202,X,01,20250524,lyonsjoshua,05686876402,GRPiZYs,Z002,2543144877,,,,,D,GST6087036425,PAN57652875,,,(744)651-4523x11,001-804-640-7436,+1-667-964-6346x124,,,CpfwtZ,,VAT27369505430,,North Edwardmouth,19820426,M,CR91573634,20250901,ISO9,New Bradyton,1908,,X,01,TX3027706353,,0001,ZONEGKNW,DG01,02,TAX89882793020,TAX09289397530,TAX7648492438062568935708295443,Distributor,EM811190,http://baker.org/,20260212,130503,,2000,US,FL,6214292.36,INR
200,1000004163,DE,Marshall Ltd,Ltd,,,Baileyville,stad,PO62744,33809,70747,BW,SORTaTjk,06242 Harrison Crest,9000004163,"Valdez, Johnson and Rober",West Joseph,Finland,Ms.,Michaelview,5701160,88708,0001,PHAR,3,DL1465675823,,02,20240913,darrellsmith,36105241937,GRPSXQq,Z002,2249798765,,,,,E,GST2724317074,PAN02613825,,X,001-881-219-7465,409-269-9972,301-250-2635,,,CPotcS,,VAT39016760478,X,Eddieview,19811110,F,CR96850572,20250610,ISO1,Lake Judy,3105,X,X,02,TX7051487244,,0002,ZONErbeW,DG02,01,TAX80901241603,TAX39555141907,TAX0507167219223142916168185429,Manufacturer,EM832093,https://www.vega.com/,20260212,130503,,2000,DE,BW,6739858.89,INR
400,1000004164,GB,"Cox, Coleman and Banks",Group,,,Sanchezstad,haven,PO76578,14932,92263,LS,SORTjExq,0378 Barr Lakes,9000004164,Ellis-Lee,Jeremyburgh,Bouvet Island (Bouvetoya),Ms.,Callahanburgh,5663551,92133,0002,PHAR,4,DL8820653863,,01,20250715,adamcoleman,87465884856,GRPJGDn,Z003,2716329905,,,,,E,GST0472697443,PAN89455129,X,,2526104652,(827)893-8817x22,(874)640-3041x919,,,CqPkXL,,VAT96448019155,X,South Heatherport,19850824,M,CR80482886,20251015,ISO9,Sandrafort,8241,X,X,02,TX7353580283,,0001,ZONEvVRZ,DG01,01,TAX40077283099,TAX43354320829,TAX3623106284596148723413132222,Manufacturer,EM510468,http://kim.com/,20260212,130503,,2000,GB,LS,7668145.64,INR
400,1000004165,IN,"Cline, Rivera and Hogan",Inc,,,Woodsville,mouth,PO89952,54601,89310,MH,SORTtuxv,689 Daniel Drive Suite 730,9000004165,"Young, Green and Hansen",East Michelleville,Bosnia and Herzegovina,M/s,Smithland,9311960,55645,0001,PHAR,8,DL7720504196,,01,20240107,mckeemichael,34048598679,GRPMSet,Z002,2580314480,,,,,E,GST8230137188,PAN61190263,,X,(308)639-8580,384.246.2682x603,(439)414-5170x2008,,,CoCHzO,,VAT82815662191,X,Lake Tina,19910109,F,CR17748542,20250910,ISO9,Franciscotown,6295,,,02,TX7577868110,,0002,ZONEIlbm,DG01,01,TAX05735100126,TAX83535327128,TAX6807163223806941887125941836,Manufacturer,EM556111,https://www.everett.com/,20260212,130503,,2000,IN,MH,895831.3,INR
200,1000004166,IN,Hernandez-Davis,LLC,,,Lake Johnmouth,town,PO38118,41618,80457,MH,SORTBIWB,6055 Cody Springs Apt. 304,9000004166,Hall-Jensen,New Christine,Congo,M/s,South Courtney,1430135,66855,0002,CONS,8,DL9311094071,,01,20250115,escobartracy,46408600960,GRPRcnY,Z003,2947821089,,,,,D,GST9579893255,PAN64545512,,X,6986528611,5932067554,+1-937-269-4110x6502,,,CKqOyP,,VAT20519877481,,East Robertshire,19840114,F,CR11701305,20250530,ISO9,Port Jenniferville,5468,,X,02,TX8171586800,,0002,ZONEHkLz,DG01,01,TAX70333940297,TAX48704046818,TAX1928118556905260887763460199,Manufacturer,EM957428,http://riley-cox.com/,20260212,130503,,2000,IN,MH,3578354.39,INR
400,1000004167,DE,"Calderon, White and Morales",Group,,,Patrickport,burgh,PO98879,48823,76279,HE,SORTsXhZ,2197 Johnston Trail,9000004167,Torres Group,Riveramouth,Congo,Mr.,Connertown,1439483,63393,0002,AUTO,3,DL1523107325,,02,20250325,sarah55,01721955150,GRPBWxQ,Z002,2340285236,,,,,E,GST8502595184,PAN18182830,,X,3538520572,001-538-527-9518,582.438.7324,,,CSSSfh,,VAT03482343975,X,Robinsonmouth,19730306,M,CR41117197,20260101,ISO1,Douglasbury,2277,X,,02,TX3449692184,,0001,ZONExsuI,DG02,01,TAX82971034576,TAX21184354512,TAX4006957829920125129079350939,Distributor,EM276578,http://gomez.info/,20260212,130503,,2000,DE,HE,1081335.75,INR
300,1000004168,GB,"Mcclure, Garcia and Douglas",Ltd,,,New Maureenberg,shire,PO34048,25234,06628,LS,SORTjaaQ,140 Peter Causeway,9000004168,Conner-King,New Brenda,Bosnia and Herzegovina,Mr.,Amandastad,2911947,76223,0001,CONS,3,DL5604269148,X,02,20250108,robert37,22108443375,GRPiYUG,Z001,2562155685,,,,,D,GST5335403701,PAN75418605,X,,001-610-917-1452,(401)993-7656x71,(574)458-1624,,,CmnWdF,,VAT02391695165,,South Theresaville,19760726,F,CR96195242,20250213,ISO1,Kimberlyton,2808,,,01,TX8537179943,,0001,ZONEbhyy,DG02,02,TAX05578263475,TAX22766795845,TAX6855201551880741610413937940,Distributor,EM159510,https://stuart.biz/,20260212,130503,,3000,GB,LS,1590631.64,INR
